,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
Peterhead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.955,40.9433333333333,2.34,2.80666666666667,1.72333333333333,0.245,0.726666666666667,0.71,0.32,0.493333333333333,0.143333333333333,0.275,0,0.52,5.345,0.27,0.28,0.606666666666667,0.805,0.205,0.185,1.9,4.425,5.285,3.84,1.19,5.615,2.315,16.26,25.27,7.885,37.33,23.19,68.76,10.1,57.285,26.72,38.13,19.7,70.98,47.1,10.31,28.99,20.415,43.32,31.44,35.8,NA,203.49,NA,63.785,25.06,111.86,46.505,NA
Philipshill,0,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.28,4.83,0.84,6.69,4.09,9.92,53.15,20.69,47.36,72.63,34.28,13.35,117.75,14.44,66.6266666666667,13.085,34.82,NA,78.18,31.11,53.58,46.13,61.86,26.42,12.79,13.74,8.03,9.6,9.28,5.97,7.85,8.31,4.41,8.75,NA,7.76,4.14,6.4,0.69,8.35,18.85,12.39,9.21,15.77,70.36,49.58,54.24,44.58,175.36,40.43,78.46,59.28,302.01,298.63,192.27,104.99,227.4,70.46,77.97,64.515,45.73,49.18,36.4,64.4233333333333,48.725,60.02,69.21,53.1533333333333,150.43,NA,NA,49.275,87.4366666666667,53.6266666666667,56.9766666666667,63.985,93.76
Philipshill - Hairmyres Hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philipshill - Stewartfield (3606),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philipshill - Stewartfield (7801),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156666666666667,NA,NA,2.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanquhar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.575,9.29,10.125,0.995,1.605,144.255,122.83,69.935,33.32,141.23,7.735,58.425,22.495,NA,NA,NA,36.93,697.76,377.085,137.38,NA,NA,56.41,NA,9.055,6.77,8.535,NA,17.41,349.75,NA,NA,12.73,NA,NA,NA,NA,47.12,NA,18.94,NA
Seafield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.28,1.525,4.88,NA,9.5,11.55,NA,24.03,11.78,20.97,19.65,14.93,5.87,NA,28.48,2.65,11.49,NA,NA,96.64,53.41,34.69,30.19,17.53,10.23,110.28,14.25,13.2666666666667,12.9266666666667,7.61666666666667,9.86,5.33333333333333,3.11,3.2,2.79,1.16,2.71333333333333,4.34333333333333,7.21666666666667,12.61,19.3533333333333,26.1833333333333,30.3733333333333,29.6,171.445,109.713333333333,55.99,44.72,32.33,45.4733333333333,36.1,75.1533333333333,98.9233333333333,113.17,162.173333333333,136.95,67.6766666666667,96.37,21.1633333333333,40.95,30.78,64.5,45.7625,37.7925,50.4025,85.7766666666667,75.71,67.585,141.415,205.88,214.36,131.03,71.55,70.4025,58.415,56.9975,130.643333333333
Seafield - Cockenzie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238,4.935,6.295,107.105,469.79,27.705,215.87,48.985,9.455,25.33,51.14,52.91,NA,47.11,NA,NA,NA,31.78,NA,NA,23.49,NA,50.03,4.7,639.04,NA,NA,32.91,15.75,NA,NA,300.56,54.65,48.41,NA,NA,NA
Seafield - Craigmillar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seafield - Muirhouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seafield - Restalrig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seafield - Tranent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.45,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seafield - Western General,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selkirk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.795,0.7,0,NA,0,0,2.21,0.31,0,0,NA,NA,NA,25.685,12.52,NA,10.73,0,NA,NA,NA,NA,39.135,67.9,8.96,NA,32.78,14.37,NA,66.57,154.855,4.9,70.075,37.89,36.34,NA,6.92,NA,NA,NA,40.52,NA,NA,NA,21.09,NA
Shieldhall,0.6,0.38,0.78,0.17,0.168,0,0,0.1175,0,NA,0,0.79,0.8475,1.49,5.5725,9.4725,6.695,13.7633333333333,21.17,10.7466666666667,25.0266666666667,55.4875,39.4675,17.8275,27.32,16.3625,21.4866666666667,45.356,33.026,16.71,24.53,63.71,57.8025,95.27,41.4466666666667,34.11,59.1125,21.7466666666667,28.6,18.7966666666667,24.1366666666667,26.3225,21.255,15.63,7.9025,9.365,7.92,NA,8.83,5.5,35.64,31.895,19.025,30.825,NA,15.455,35.21,66.495,68.125,84.43,50.4,44.27,22.09,52.53,150.44,163.75,238.295,230.205,125.54,142.51,81.5,45.59,66.0133333333333,60.24,41.925,43.19,50.2475,56.02,65.4966666666667,81.96,43.125,81.2,209.36,335.96,40.7733333333333,50.125,55.655,53.1233333333333,44.84,31.545
Shieldhall - Barrhead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,0.84,1.945,NA,NA,8.55,5.595,1.7,10.17,4.825,10.405,0.88,27.985,73.12,11.13,81.46,84.04,30.77,15.5,207.01,41.05,135.55,156.615,125.3,179.62,27.74,59.15,NA,NA,NA,157.77,95.85,426.59,65.64,149.015,NA,174.7,173.795,NA,NA,105.82,90.705,NA,NA,NA,NA
Shieldhall - Gorbals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.782,8.735,13.195,NA,NA,4.665,30.585,108.795,86.095,10.05,46.81,10.595,39.035,99.045,83.625,51.98,37.03,20.055,22.575,22.3,52.855,155.035,31.405,59.25,75.14,64.53,58.83,NA,NA,17.11,19.82,72.265,39.85,385.52,17.46,NA,18.53,72.455,NA,NA,60.15,141.02,NA,NA,NA,NA
Shieldhall - Govanhill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.592,39.01,11.885,NA,NA,86.805,879.915,490.605,60.715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shieldhall - IMAX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shieldhall - Pollockshields West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.892,19.26,47.925,75.445,43.025,5.56,27.43,15.47,3.36,NA,22.325,379.875,489.415,193.99,112.71,43.4,21.31,20.78,NA,NA,8.01,115.935,74.665,76.745,59.055,NA,17.78,22.505,NA,NA,43.375,NA,16.93,77.29,21.99,39.13
Shieldhall - Science Centre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shotts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.04,91.56,9.88,NA,48.68,56.49,65.57,45.3,8.12,50.61,23.21,22.14,3.68,6.49,11.26,NA,7.84,15.81,32.7,3.31,1.53,0,17.81,6.57,9.61,58.04,136.12,NA,127.61,126.74,NA,NA,81.02,NA,59.7,NA,233.33,NA,NA,NA,NA,NA,79.53,37.01,NA,86.02,NA,101.53,66.52,194.26,NA,NA,NA,70.97,NA,NA,113.13,221.86
Skellyton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.76,NA,272.62,108.67,NA,23.59,4.9,207.25,6.94,4.19,NA,1.3,3.16,NA,NA,26.51,1.43,2.17,NA,16.98,11.29,16.71,19.32,65.5,104.18,NA,NA,463.74,174.5,NA,NA,NA,270.13,418.04,NA,176.81,NA,111.73,92.62,NA,232.1,NA,62.44,118.17,64.03,NA,NA,138.27,306.52,NA,NA,98.25,NA,NA,NA,NA,3.09
Springfield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62,4.54,6.22,0.72,3.02,1.97,4.07,23.805,8.3,22.045,11.705,1.42,NA,0.28,2.18,0.195,0.305,0,0.75,2.005,7.895,11.33,3.52,NA,47.385,40.62,319.4,NA,NA,44.07,NA,301.725,727.48,150.59,35.63,121.21,31.48,NA,34.59,124.895,46.09,43.17,46.1,53.61,NA,52.14,555.97,NA,NA,103.5,47.23,38.16,19.73,44.08,337.615
St Andrews,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.85,1.59,0,0,32.145,2.785,1.425,14.09,15.465,26.48,17.755,1.94,NA,2.55,0.87,1.955,10.745,2.945,14.155,11.385,10.165,31.755,NA,57.92,75.375,39.88,41.21,28.45,NA,NA,NA,75.09,215.255,65.43,104.47,95.69,69.45,63.89,93.15,211.875,39.305,55.55,236.48,280.56,NA,29.86,63.805,NA,60.86,73.08,NA,NA,NA,48.58,NA
St Andrews - University (2979),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0425,0,1.12,344.08,27.805,5.45,11.205,0,3.68,12.3,200.95,2.64,NA,0.305,6.92,4.71,0.92,3.63,NA,0.03,15.92,NA,NA,NA,5.88,NA,NA,NA,NA
St Andrews - University (4964),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322,0,NA,2.4,3.9,11.39,9.345,58.27,19.435,25.945,24.335,10.095,NA,15.335,10.135,7.26,57.44,45.09,NA,4.71,38.895,NA,NA,NA,NA,NA,NA,NA,NA
Stevenston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.74,46.34,22.675,9,3.8,5.105,8.245,6.64,4.41,0.86,1.76,1.295,2.3,3.24,10.095,3.32,7.695,8.235,9.705,18.93,23.84,23.765,30.48,11.265,13.825,18.5,31.2,93.48,75.195,49.8,69.81,43.315,26.19,11.125,39.34,18.35,14.755,34.87,25.59,17.59,25.915,81.66,43.22,60.9533333333333,53.085,96.77,NA,104.34,46.7333333333333,25.6533333333333,31.4,31.435,5.49
Stevenston - Stevenston East,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0,0.435,0.55,0.93,240.555,7.925,5.95,2.775,112.59,126.41,184.35,28.22,4.65,21.14,1.65,1.26,77.99,100.51,47.78,6.07,NA,NA,18.93,NA,NA,NA,36.75,37.235,54.26,3.175,29.57,9.68,38.635,134.86,NA,NA,477.53,18.69,NA,NA,NA,NA
Stevenston - Stevenston West,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,1.91,21.6,7.5,85.995,3.7,0.665,0.935,1.34,3.67,23.91,17.77,1.42,6.43,230.93,1.79,118.315,64.68,422.45,NA,165.78,NA,23.96,42.07,NA,NA,131.76,42.45,10.735,21.555,20.685,49.55,NA,12.53,124.295,NA,NA,47.46,336.31,NA,NA,31.59,NA
Stirling,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0.36,0,0,0,2.82,12.14,0,NA,3.67,59.74,0.39,3.25,NA,12.49,6.94,2,1.71,NA,NA,14.93,27.67,6.38,3.64,60.81,9.54,6.32,NA,6.68,25.21,3.18,14.16,5.08,13.21,3.21,NA,1.1,1.93,5.19,0.74,1.32,5.22,1.49,4.95,1.13,20.75,57.33,NA,22.13,26.49,29.55,15.69,NA,76.5,13.46,74.74,56.63,21.83,15.8,26.84,29.62,9.87,21.39,12.2133333333333,39.2466666666667,58.0333333333333,47.155,44.98,32.1333333333333,137.24,180.31,207.14,20.0133333333333,70.1966666666667,46.0566666666667,27.235,21.1333333333333,40.045
Stirling - University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225,NA,1.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.675,6.93,18.01,277.9,NA,82.76,NA,5.79,2.05,5,13.645,259.555,37.21,NA,12.6,NA,0.13,0.11,NA,NA,349.075,49.305,NA,13.84,NA,NA
Stonehouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.74,8.08,23.39,NA,7.73,3.32,13,8.11,2.25,0.63,9.53,0.93,2.75,1.64,NA,NA,28.67,0.93,0.38,8.78,0,8.95,24.35,5.19,18.67,7.14,56.53,NA,14.07,24.35,NA,NA,NA,NA,254.68,252.74,116.31,NA,NA,60.52,NA,21.19,NA,66,74.51,22.61,NA,NA,95.61,98.58,NA,304.3,59.3,NA,NA,NA,NA,3.62
Stornoway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0.96,NA,0,1.96,26.42,NA,22.41,NA,1.13,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,1.51,2.36,0,7.55,NA,33.16,18.12,10.16,NA,NA,95.59,14.53,10.79,0,22.39,110.8,NA,NA,15.17,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75
Strathaven,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.14,56.63,29.96,9.2,8.17,2.6,2.4,125.71,46.4,5.01,5.89,13.01,9.68,9.56,NA,NA,16.26,15.7,5.48,1.04,2.18,0,NA,NA,NA,NA,14.89,NA,59.81,26.72,16.86,NA,NA,NA,325.09,NA,NA,22.56,123.28,66.65,NA,NA,NA,43.4,98.42,31.97,NA,14.77,NA,22.01,NA,NA,102.66,NA,NA,NA,43.36,147.46
Swinstie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.91,61.22,NA,8.31,44.08,NA,17.72,3.41,6.28,16.39,21.96,81.58,54.66,12.77,12.1,NA,4.94,NA,1.88,NA,NA,0.51,14.8,2.69,NA,16.3,143.32,NA,96.24,91.62,NA,NA,NA,NA,683.84,NA,187.67,NA,NA,26.97,NA,20.41,NA,23.43,72.59,36.83,NA,NA,NA,27.06,NA,NA,NA,NA,NA,34.09,NA,NA
Thurso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.725,57.025,151.82,16.815,10.01,NA,NA,20.8,NA,NA,NA,44.5,11.65
Tillicoultry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.6,12.585,10.695,1.99,3.22,3.06,17.89,4.09,0.685,NA,0.205,0.82,1.47,0.93,1.97,2.86,54.19,5.36,38.85,6.39,25.36,203.58,192.19,94.545,NA,NA,NA,NA,218.245,642.44,112.305,15.36,94.12,69.59,NA,119.3,1113.635,312.585,362.25,269.41,110.015,NA,74.91,40.055,NA,NA,24.51,NA,NA,NA,175.045,NA
Troqueer,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0.65,0,5.38,9.4,4.89,9.57,NA,0.845,36.99,3.5,11.02,23.59,1.79,5.22,2.52,NA,NA,46.34,116.82,29.1,14.56,NA,22.01,NA,3.45,3.285,3.53,2.845,1.415,2.03,0,0,NA,0,0,0.115,0.07,0,0.69,0.865,13.68,9.61,25.53,25.225,13.45,16.66,NA,11.035,25.605,131.1,60.38,80.525,142.84,122.025,28.16,107.96,80.65,45.05,84.415,82.83,171.05,79.27,68.315,85.905,58.52,39.435,179.65,NA,NA,98.78,114.895,37.605,60.44,65.77,63.07
Turriff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,1.14,3.14,0.89,0,0.95,2.94,12.75,19.46,7.57,0,1.67,NA,NA,24.63,15.31,579.255,361.34,NA,NA,32.46,109.05,NA,0,194.415,69.315,108.935,46.43,62.17,NA,4.83,NA,NA,NA,14.79,19.83,NA,NA,NA,NA
Uplawmoor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.565,0.095,1.29,0,0,0,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Whitburn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.06,4.45,4.49,37.81,61.56,140.24,108.47,26.83,345.66,63.82,38.54,35.825,30.905,3.29,2.855,3.895,4.065,0.195,NA,0.77,2.55,2.235,1.33,0.29,5.675,7.935,17.845,60.08,41.725,53.43,307.75,106.28,41.44,NA,NA,NA,NA,203.34,458.3,183.62,16.2,40.39,52.5,100.275,48.71,107.02,71.48,64.94,54.5,61.805,43.12,60.6866666666667,87.57,73.5,293.39,46.19,NA,15.22,NA,67.97,50.045
Wick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.405,43.2,7.04,18.27,55.145,NA,NA,NA,NA,NA,NA,86.25,25.81
Winchburgh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.44,NA,NA,10.98,9.03,0.68,1.56,5.065,6.38,16.51,21.985,3.24,20.9,17.625,9.785,0.435,0.18,0,NA,0,5.705,0.11,0.15,16.57,2.495,8.39,5.53,34.88,40.28,65.395,157.73,148.2,53.58,NA,NA,NA,106.74,1.37,1.04,209.275,189.91,118.47,NA,54.87,34.36,206.205,87.705,71.665,77.155,16.45,4.99,90.71,182.65,327.05,NA,177.86,92.24,172.31,NA,169.16,NA
